student_admission_number,guardian_id,relationship,is_primary
STU_001,9000e60d000,OTHER,false
STU_001,9000e60d001,OTHER,false
STU_001,9000e60d002,OTHER,false
STU_001,9000e60d003,OTHER,false
STU_001,9000e60d004,OTHER,false
STU_001,9000e60d005,OTHER,false
STU_001,9000e60d006,OTHER,false
STU_001,9000e60d007,OTHER,false
STU_001,9000e60d008,OTHER,false
STU_001,9000e60d009,OTHER,false
STU_001,9000e60d010,OTHER,false
STU_001,9000e60d011,OTHER,false
STU_001,9000e60d012,OTHER,false
STU_001,9000e60d013,OTHER,false
STU_001,9000e60d014,OTHER,false
STU_001,9000e60d015,OTHER,false
STU_001,9000e60d016,OTHER,false
STU_001,9000e60d017,OTHER,false
STU_001,9000e60d018,OTHER,false
STU_001,9000e60d019,OTHER,false
STU_001,9000e60d020,OTHER,false
STU_001,9000e60d021,OTHER,false
STU_001,9000e60d022,OTHER,false
STU_001,9000e60d023,OTHER,false
STU_001,9000e60d024,OTHER,false
STU_001,9000e60d025,OTHER,false
STU_001,9000e60d026,OTHER,false
STU_001,9000e60d027,OTHER,false
STU_001,9000e60d028,OTHER,false
STU_001,9000e60d029,OTHER,false
STU_001,9000e60d030,OTHER,false
STU_001,9000e60d031,OTHER,false
STU_001,9000e60d032,OTHER,false
STU_001,9000e60d033,OTHER,false
STU_001,9000e60d034,OTHER,false
STU_001,9000e60d035,OTHER,false
STU_001,9000e60d036,OTHER,false
STU_001,9000e60d037,OTHER,false
STU_001,9000e60d038,OTHER,false
STU_001,9000e60d039,OTHER,false
STU_001,9000e60d040,OTHER,false
STU_001,9000e60d041,OTHER,false
STU_001,9000e60d042,OTHER,false
STU_001,9000e60d043,OTHER,false
STU_001,9000e60d044,OTHER,false
STU_001,9000e60d045,OTHER,false
STU_001,9000e60d046,OTHER,false
STU_001,9000e60d047,OTHER,false
STU_001,9000e60d048,OTHER,false
STU_001,9000e60d049,OTHER,false
STU_001,9000e60d050,OTHER,false
STU_001,9000e60d051,OTHER,false
STU_001,9000e60d052,OTHER,false
STU_001,9000e60d053,OTHER,false
STU_001,9000e60d054,OTHER,false
STU_001,9000e60d055,OTHER,false
STU_001,9000e60d056,OTHER,false
STU_001,9000e60d057,OTHER,false
STU_001,9000e60d058,OTHER,false
STU_001,9000e60d059,OTHER,false
STU_001,9000e60d060,OTHER,false
STU_001,9000e60d061,OTHER,false
STU_001,9000e60d062,OTHER,false
STU_001,9000e60d063,OTHER,false
STU_001,9000e60d064,OTHER,false
STU_001,9000e60d065,OTHER,false
STU_001,9000e60d066,OTHER,false
STU_001,9000e60d067,OTHER,false
STU_001,9000e60d068,OTHER,false
STU_001,9000e60d069,OTHER,false
STU_001,9000e60d070,OTHER,false
STU_001,9000e60d071,OTHER,false
STU_001,9000e60d072,OTHER,false
STU_001,9000e60d073,OTHER,false
STU_001,9000e60d074,OTHER,false
STU_001,9000e60d075,OTHER,false
STU_001,9000e60d076,OTHER,false
STU_001,9000e60d077,OTHER,false
STU_001,9000e60d078,OTHER,false
STU_001,9000e60d079,OTHER,false
STU_001,9000e60d080,OTHER,false
STU_001,9000e60d081,OTHER,false
STU_001,9000e60d082,OTHER,false
STU_001,9000e60d083,OTHER,false
STU_001,9000e60d084,OTHER,false
STU_001,9000e60d085,OTHER,false
STU_001,9000e60d086,OTHER,false
STU_001,9000e60d087,OTHER,false
STU_001,9000e60d088,OTHER,false
STU_001,9000e60d089,OTHER,false
STU_001,9000e60d090,OTHER,false
STU_001,9000e60d091,OTHER,false
STU_001,9000e60d092,OTHER,false
STU_001,9000e60d093,OTHER,false
STU_001,9000e60d094,OTHER,false
STU_001,9000e60d095,OTHER,false
STU_001,9000e60d096,OTHER,false
STU_001,9000e60d097,OTHER,false
STU_001,9000e60d098,OTHER,false
STU_001,9000e60d099,OTHER,false
STU_001,9000e60d100,OTHER,false
STU_001,9000e60d101,OTHER,false
STU_001,9000e60d102,OTHER,false
STU_001,9000e60d103,OTHER,false
STU_001,9000e60d104,OTHER,false
