student_admission_number,guardian_id,relationship,is_primary
STU_001,9000e1ce000,OTHER,false
STU_001,9000e1ce001,OTHER,false
STU_001,9000e1ce002,OTHER,false
STU_001,9000e1ce003,OTHER,false
STU_001,9000e1ce004,OTHER,false
STU_001,9000e1ce005,OTHER,false
STU_001,9000e1ce006,OTHER,false
STU_001,9000e1ce007,OTHER,false
STU_001,9000e1ce008,OTHER,false
STU_001,9000e1ce009,OTHER,false
STU_001,9000e1ce010,OTHER,false
STU_001,9000e1ce011,OTHER,false
STU_001,9000e1ce012,OTHER,false
STU_001,9000e1ce013,OTHER,false
STU_001,9000e1ce014,OTHER,false
STU_001,9000e1ce015,OTHER,false
STU_001,9000e1ce016,OTHER,false
STU_001,9000e1ce017,OTHER,false
STU_001,9000e1ce018,OTHER,false
STU_001,9000e1ce019,OTHER,false
STU_001,9000e1ce020,OTHER,false
STU_001,9000e1ce021,OTHER,false
STU_001,9000e1ce022,OTHER,false
STU_001,9000e1ce023,OTHER,false
STU_001,9000e1ce024,OTHER,false
STU_001,9000e1ce025,OTHER,false
STU_001,9000e1ce026,OTHER,false
STU_001,9000e1ce027,OTHER,false
STU_001,9000e1ce028,OTHER,false
STU_001,9000e1ce029,OTHER,false
STU_001,9000e1ce030,OTHER,false
STU_001,9000e1ce031,OTHER,false
STU_001,9000e1ce032,OTHER,false
STU_001,9000e1ce033,OTHER,false
STU_001,9000e1ce034,OTHER,false
STU_001,9000e1ce035,OTHER,false
STU_001,9000e1ce036,OTHER,false
STU_001,9000e1ce037,OTHER,false
STU_001,9000e1ce038,OTHER,false
STU_001,9000e1ce039,OTHER,false
STU_001,9000e1ce040,OTHER,false
STU_001,9000e1ce041,OTHER,false
STU_001,9000e1ce042,OTHER,false
STU_001,9000e1ce043,OTHER,false
STU_001,9000e1ce044,OTHER,false
STU_001,9000e1ce045,OTHER,false
STU_001,9000e1ce046,OTHER,false
STU_001,9000e1ce047,OTHER,false
STU_001,9000e1ce048,OTHER,false
STU_001,9000e1ce049,OTHER,false
STU_001,9000e1ce050,OTHER,false
STU_001,9000e1ce051,OTHER,false
STU_001,9000e1ce052,OTHER,false
STU_001,9000e1ce053,OTHER,false
STU_001,9000e1ce054,OTHER,false
STU_001,9000e1ce055,OTHER,false
STU_001,9000e1ce056,OTHER,false
STU_001,9000e1ce057,OTHER,false
STU_001,9000e1ce058,OTHER,false
STU_001,9000e1ce059,OTHER,false
STU_001,9000e1ce060,OTHER,false
STU_001,9000e1ce061,OTHER,false
STU_001,9000e1ce062,OTHER,false
STU_001,9000e1ce063,OTHER,false
STU_001,9000e1ce064,OTHER,false
STU_001,9000e1ce065,OTHER,false
STU_001,9000e1ce066,OTHER,false
STU_001,9000e1ce067,OTHER,false
STU_001,9000e1ce068,OTHER,false
STU_001,9000e1ce069,OTHER,false
STU_001,9000e1ce070,OTHER,false
STU_001,9000e1ce071,OTHER,false
STU_001,9000e1ce072,OTHER,false
STU_001,9000e1ce073,OTHER,false
STU_001,9000e1ce074,OTHER,false
STU_001,9000e1ce075,OTHER,false
STU_001,9000e1ce076,OTHER,false
STU_001,9000e1ce077,OTHER,false
STU_001,9000e1ce078,OTHER,false
STU_001,9000e1ce079,OTHER,false
STU_001,9000e1ce080,OTHER,false
STU_001,9000e1ce081,OTHER,false
STU_001,9000e1ce082,OTHER,false
STU_001,9000e1ce083,OTHER,false
STU_001,9000e1ce084,OTHER,false
STU_001,9000e1ce085,OTHER,false
STU_001,9000e1ce086,OTHER,false
STU_001,9000e1ce087,OTHER,false
STU_001,9000e1ce088,OTHER,false
STU_001,9000e1ce089,OTHER,false
STU_001,9000e1ce090,OTHER,false
STU_001,9000e1ce091,OTHER,false
STU_001,9000e1ce092,OTHER,false
STU_001,9000e1ce093,OTHER,false
STU_001,9000e1ce094,OTHER,false
STU_001,9000e1ce095,OTHER,false
STU_001,9000e1ce096,OTHER,false
STU_001,9000e1ce097,OTHER,false
STU_001,9000e1ce098,OTHER,false
STU_001,9000e1ce099,OTHER,false
STU_001,9000e1ce100,OTHER,false
STU_001,9000e1ce101,OTHER,false
STU_001,9000e1ce102,OTHER,false
STU_001,9000e1ce103,OTHER,false
STU_001,9000e1ce104,OTHER,false
