student_admission_number,guardian_id,relationship,is_primary
STU_001,9000ba6e000,OTHER,false
STU_001,9000ba6e001,OTHER,false
STU_001,9000ba6e002,OTHER,false
STU_001,9000ba6e003,OTHER,false
STU_001,9000ba6e004,OTHER,false
STU_001,9000ba6e005,OTHER,false
STU_001,9000ba6e006,OTHER,false
STU_001,9000ba6e007,OTHER,false
STU_001,9000ba6e008,OTHER,false
STU_001,9000ba6e009,OTHER,false
STU_001,9000ba6e010,OTHER,false
STU_001,9000ba6e011,OTHER,false
STU_001,9000ba6e012,OTHER,false
STU_001,9000ba6e013,OTHER,false
STU_001,9000ba6e014,OTHER,false
STU_001,9000ba6e015,OTHER,false
STU_001,9000ba6e016,OTHER,false
STU_001,9000ba6e017,OTHER,false
STU_001,9000ba6e018,OTHER,false
STU_001,9000ba6e019,OTHER,false
STU_001,9000ba6e020,OTHER,false
STU_001,9000ba6e021,OTHER,false
STU_001,9000ba6e022,OTHER,false
STU_001,9000ba6e023,OTHER,false
STU_001,9000ba6e024,OTHER,false
STU_001,9000ba6e025,OTHER,false
STU_001,9000ba6e026,OTHER,false
STU_001,9000ba6e027,OTHER,false
STU_001,9000ba6e028,OTHER,false
STU_001,9000ba6e029,OTHER,false
STU_001,9000ba6e030,OTHER,false
STU_001,9000ba6e031,OTHER,false
STU_001,9000ba6e032,OTHER,false
STU_001,9000ba6e033,OTHER,false
STU_001,9000ba6e034,OTHER,false
STU_001,9000ba6e035,OTHER,false
STU_001,9000ba6e036,OTHER,false
STU_001,9000ba6e037,OTHER,false
STU_001,9000ba6e038,OTHER,false
STU_001,9000ba6e039,OTHER,false
STU_001,9000ba6e040,OTHER,false
STU_001,9000ba6e041,OTHER,false
STU_001,9000ba6e042,OTHER,false
STU_001,9000ba6e043,OTHER,false
STU_001,9000ba6e044,OTHER,false
STU_001,9000ba6e045,OTHER,false
STU_001,9000ba6e046,OTHER,false
STU_001,9000ba6e047,OTHER,false
STU_001,9000ba6e048,OTHER,false
STU_001,9000ba6e049,OTHER,false
STU_001,9000ba6e050,OTHER,false
STU_001,9000ba6e051,OTHER,false
STU_001,9000ba6e052,OTHER,false
STU_001,9000ba6e053,OTHER,false
STU_001,9000ba6e054,OTHER,false
STU_001,9000ba6e055,OTHER,false
STU_001,9000ba6e056,OTHER,false
STU_001,9000ba6e057,OTHER,false
STU_001,9000ba6e058,OTHER,false
STU_001,9000ba6e059,OTHER,false
STU_001,9000ba6e060,OTHER,false
STU_001,9000ba6e061,OTHER,false
STU_001,9000ba6e062,OTHER,false
STU_001,9000ba6e063,OTHER,false
STU_001,9000ba6e064,OTHER,false
STU_001,9000ba6e065,OTHER,false
STU_001,9000ba6e066,OTHER,false
STU_001,9000ba6e067,OTHER,false
STU_001,9000ba6e068,OTHER,false
STU_001,9000ba6e069,OTHER,false
STU_001,9000ba6e070,OTHER,false
STU_001,9000ba6e071,OTHER,false
STU_001,9000ba6e072,OTHER,false
STU_001,9000ba6e073,OTHER,false
STU_001,9000ba6e074,OTHER,false
STU_001,9000ba6e075,OTHER,false
STU_001,9000ba6e076,OTHER,false
STU_001,9000ba6e077,OTHER,false
STU_001,9000ba6e078,OTHER,false
STU_001,9000ba6e079,OTHER,false
STU_001,9000ba6e080,OTHER,false
STU_001,9000ba6e081,OTHER,false
STU_001,9000ba6e082,OTHER,false
STU_001,9000ba6e083,OTHER,false
STU_001,9000ba6e084,OTHER,false
STU_001,9000ba6e085,OTHER,false
STU_001,9000ba6e086,OTHER,false
STU_001,9000ba6e087,OTHER,false
STU_001,9000ba6e088,OTHER,false
STU_001,9000ba6e089,OTHER,false
STU_001,9000ba6e090,OTHER,false
STU_001,9000ba6e091,OTHER,false
STU_001,9000ba6e092,OTHER,false
STU_001,9000ba6e093,OTHER,false
STU_001,9000ba6e094,OTHER,false
STU_001,9000ba6e095,OTHER,false
STU_001,9000ba6e096,OTHER,false
STU_001,9000ba6e097,OTHER,false
STU_001,9000ba6e098,OTHER,false
STU_001,9000ba6e099,OTHER,false
STU_001,9000ba6e100,OTHER,false
STU_001,9000ba6e101,OTHER,false
STU_001,9000ba6e102,OTHER,false
STU_001,9000ba6e103,OTHER,false
STU_001,9000ba6e104,OTHER,false
