student_admission_number,guardian_id,relationship,is_primary
STU_001,90007dc0000,OTHER,false
STU_001,90007dc0001,OTHER,false
STU_001,90007dc0002,OTHER,false
STU_001,90007dc0003,OTHER,false
STU_001,90007dc0004,OTHER,false
STU_001,90007dc0005,OTHER,false
STU_001,90007dc0006,OTHER,false
STU_001,90007dc0007,OTHER,false
STU_001,90007dc0008,OTHER,false
STU_001,90007dc0009,OTHER,false
STU_001,90007dc0010,OTHER,false
STU_001,90007dc0011,OTHER,false
STU_001,90007dc0012,OTHER,false
STU_001,90007dc0013,OTHER,false
STU_001,90007dc0014,OTHER,false
STU_001,90007dc0015,OTHER,false
STU_001,90007dc0016,OTHER,false
STU_001,90007dc0017,OTHER,false
STU_001,90007dc0018,OTHER,false
STU_001,90007dc0019,OTHER,false
STU_001,90007dc0020,OTHER,false
STU_001,90007dc0021,OTHER,false
STU_001,90007dc0022,OTHER,false
STU_001,90007dc0023,OTHER,false
STU_001,90007dc0024,OTHER,false
STU_001,90007dc0025,OTHER,false
STU_001,90007dc0026,OTHER,false
STU_001,90007dc0027,OTHER,false
STU_001,90007dc0028,OTHER,false
STU_001,90007dc0029,OTHER,false
STU_001,90007dc0030,OTHER,false
STU_001,90007dc0031,OTHER,false
STU_001,90007dc0032,OTHER,false
STU_001,90007dc0033,OTHER,false
STU_001,90007dc0034,OTHER,false
STU_001,90007dc0035,OTHER,false
STU_001,90007dc0036,OTHER,false
STU_001,90007dc0037,OTHER,false
STU_001,90007dc0038,OTHER,false
STU_001,90007dc0039,OTHER,false
STU_001,90007dc0040,OTHER,false
STU_001,90007dc0041,OTHER,false
STU_001,90007dc0042,OTHER,false
STU_001,90007dc0043,OTHER,false
STU_001,90007dc0044,OTHER,false
STU_001,90007dc0045,OTHER,false
STU_001,90007dc0046,OTHER,false
STU_001,90007dc0047,OTHER,false
STU_001,90007dc0048,OTHER,false
STU_001,90007dc0049,OTHER,false
STU_001,90007dc0050,OTHER,false
STU_001,90007dc0051,OTHER,false
STU_001,90007dc0052,OTHER,false
STU_001,90007dc0053,OTHER,false
STU_001,90007dc0054,OTHER,false
STU_001,90007dc0055,OTHER,false
STU_001,90007dc0056,OTHER,false
STU_001,90007dc0057,OTHER,false
STU_001,90007dc0058,OTHER,false
STU_001,90007dc0059,OTHER,false
STU_001,90007dc0060,OTHER,false
STU_001,90007dc0061,OTHER,false
STU_001,90007dc0062,OTHER,false
STU_001,90007dc0063,OTHER,false
STU_001,90007dc0064,OTHER,false
STU_001,90007dc0065,OTHER,false
STU_001,90007dc0066,OTHER,false
STU_001,90007dc0067,OTHER,false
STU_001,90007dc0068,OTHER,false
STU_001,90007dc0069,OTHER,false
STU_001,90007dc0070,OTHER,false
STU_001,90007dc0071,OTHER,false
STU_001,90007dc0072,OTHER,false
STU_001,90007dc0073,OTHER,false
STU_001,90007dc0074,OTHER,false
STU_001,90007dc0075,OTHER,false
STU_001,90007dc0076,OTHER,false
STU_001,90007dc0077,OTHER,false
STU_001,90007dc0078,OTHER,false
STU_001,90007dc0079,OTHER,false
STU_001,90007dc0080,OTHER,false
STU_001,90007dc0081,OTHER,false
STU_001,90007dc0082,OTHER,false
STU_001,90007dc0083,OTHER,false
STU_001,90007dc0084,OTHER,false
STU_001,90007dc0085,OTHER,false
STU_001,90007dc0086,OTHER,false
STU_001,90007dc0087,OTHER,false
STU_001,90007dc0088,OTHER,false
STU_001,90007dc0089,OTHER,false
STU_001,90007dc0090,OTHER,false
STU_001,90007dc0091,OTHER,false
STU_001,90007dc0092,OTHER,false
STU_001,90007dc0093,OTHER,false
STU_001,90007dc0094,OTHER,false
STU_001,90007dc0095,OTHER,false
STU_001,90007dc0096,OTHER,false
STU_001,90007dc0097,OTHER,false
STU_001,90007dc0098,OTHER,false
STU_001,90007dc0099,OTHER,false
STU_001,90007dc0100,OTHER,false
STU_001,90007dc0101,OTHER,false
STU_001,90007dc0102,OTHER,false
STU_001,90007dc0103,OTHER,false
STU_001,90007dc0104,OTHER,false
