student_admission_number,guardian_id,relationship,is_primary
STU_001,90002fe3000,OTHER,false
STU_001,90002fe3001,OTHER,false
STU_001,90002fe3002,OTHER,false
STU_001,90002fe3003,OTHER,false
STU_001,90002fe3004,OTHER,false
STU_001,90002fe3005,OTHER,false
STU_001,90002fe3006,OTHER,false
STU_001,90002fe3007,OTHER,false
STU_001,90002fe3008,OTHER,false
STU_001,90002fe3009,OTHER,false
STU_001,90002fe3010,OTHER,false
STU_001,90002fe3011,OTHER,false
STU_001,90002fe3012,OTHER,false
STU_001,90002fe3013,OTHER,false
STU_001,90002fe3014,OTHER,false
STU_001,90002fe3015,OTHER,false
STU_001,90002fe3016,OTHER,false
STU_001,90002fe3017,OTHER,false
STU_001,90002fe3018,OTHER,false
STU_001,90002fe3019,OTHER,false
STU_001,90002fe3020,OTHER,false
STU_001,90002fe3021,OTHER,false
STU_001,90002fe3022,OTHER,false
STU_001,90002fe3023,OTHER,false
STU_001,90002fe3024,OTHER,false
STU_001,90002fe3025,OTHER,false
STU_001,90002fe3026,OTHER,false
STU_001,90002fe3027,OTHER,false
STU_001,90002fe3028,OTHER,false
STU_001,90002fe3029,OTHER,false
STU_001,90002fe3030,OTHER,false
STU_001,90002fe3031,OTHER,false
STU_001,90002fe3032,OTHER,false
STU_001,90002fe3033,OTHER,false
STU_001,90002fe3034,OTHER,false
STU_001,90002fe3035,OTHER,false
STU_001,90002fe3036,OTHER,false
STU_001,90002fe3037,OTHER,false
STU_001,90002fe3038,OTHER,false
STU_001,90002fe3039,OTHER,false
STU_001,90002fe3040,OTHER,false
STU_001,90002fe3041,OTHER,false
STU_001,90002fe3042,OTHER,false
STU_001,90002fe3043,OTHER,false
STU_001,90002fe3044,OTHER,false
STU_001,90002fe3045,OTHER,false
STU_001,90002fe3046,OTHER,false
STU_001,90002fe3047,OTHER,false
STU_001,90002fe3048,OTHER,false
STU_001,90002fe3049,OTHER,false
STU_001,90002fe3050,OTHER,false
STU_001,90002fe3051,OTHER,false
STU_001,90002fe3052,OTHER,false
STU_001,90002fe3053,OTHER,false
STU_001,90002fe3054,OTHER,false
STU_001,90002fe3055,OTHER,false
STU_001,90002fe3056,OTHER,false
STU_001,90002fe3057,OTHER,false
STU_001,90002fe3058,OTHER,false
STU_001,90002fe3059,OTHER,false
STU_001,90002fe3060,OTHER,false
STU_001,90002fe3061,OTHER,false
STU_001,90002fe3062,OTHER,false
STU_001,90002fe3063,OTHER,false
STU_001,90002fe3064,OTHER,false
STU_001,90002fe3065,OTHER,false
STU_001,90002fe3066,OTHER,false
STU_001,90002fe3067,OTHER,false
STU_001,90002fe3068,OTHER,false
STU_001,90002fe3069,OTHER,false
STU_001,90002fe3070,OTHER,false
STU_001,90002fe3071,OTHER,false
STU_001,90002fe3072,OTHER,false
STU_001,90002fe3073,OTHER,false
STU_001,90002fe3074,OTHER,false
STU_001,90002fe3075,OTHER,false
STU_001,90002fe3076,OTHER,false
STU_001,90002fe3077,OTHER,false
STU_001,90002fe3078,OTHER,false
STU_001,90002fe3079,OTHER,false
STU_001,90002fe3080,OTHER,false
STU_001,90002fe3081,OTHER,false
STU_001,90002fe3082,OTHER,false
STU_001,90002fe3083,OTHER,false
STU_001,90002fe3084,OTHER,false
STU_001,90002fe3085,OTHER,false
STU_001,90002fe3086,OTHER,false
STU_001,90002fe3087,OTHER,false
STU_001,90002fe3088,OTHER,false
STU_001,90002fe3089,OTHER,false
STU_001,90002fe3090,OTHER,false
STU_001,90002fe3091,OTHER,false
STU_001,90002fe3092,OTHER,false
STU_001,90002fe3093,OTHER,false
STU_001,90002fe3094,OTHER,false
STU_001,90002fe3095,OTHER,false
STU_001,90002fe3096,OTHER,false
STU_001,90002fe3097,OTHER,false
STU_001,90002fe3098,OTHER,false
STU_001,90002fe3099,OTHER,false
STU_001,90002fe3100,OTHER,false
STU_001,90002fe3101,OTHER,false
STU_001,90002fe3102,OTHER,false
STU_001,90002fe3103,OTHER,false
STU_001,90002fe3104,OTHER,false
