student_admission_number,guardian_id,relationship,is_primary
STU_001,9000e255000,OTHER,false
STU_001,9000e255001,OTHER,false
STU_001,9000e255002,OTHER,false
STU_001,9000e255003,OTHER,false
STU_001,9000e255004,OTHER,false
STU_001,9000e255005,OTHER,false
STU_001,9000e255006,OTHER,false
STU_001,9000e255007,OTHER,false
STU_001,9000e255008,OTHER,false
STU_001,9000e255009,OTHER,false
STU_001,9000e255010,OTHER,false
STU_001,9000e255011,OTHER,false
STU_001,9000e255012,OTHER,false
STU_001,9000e255013,OTHER,false
STU_001,9000e255014,OTHER,false
STU_001,9000e255015,OTHER,false
STU_001,9000e255016,OTHER,false
STU_001,9000e255017,OTHER,false
STU_001,9000e255018,OTHER,false
STU_001,9000e255019,OTHER,false
STU_001,9000e255020,OTHER,false
STU_001,9000e255021,OTHER,false
STU_001,9000e255022,OTHER,false
STU_001,9000e255023,OTHER,false
STU_001,9000e255024,OTHER,false
STU_001,9000e255025,OTHER,false
STU_001,9000e255026,OTHER,false
STU_001,9000e255027,OTHER,false
STU_001,9000e255028,OTHER,false
STU_001,9000e255029,OTHER,false
STU_001,9000e255030,OTHER,false
STU_001,9000e255031,OTHER,false
STU_001,9000e255032,OTHER,false
STU_001,9000e255033,OTHER,false
STU_001,9000e255034,OTHER,false
STU_001,9000e255035,OTHER,false
STU_001,9000e255036,OTHER,false
STU_001,9000e255037,OTHER,false
STU_001,9000e255038,OTHER,false
STU_001,9000e255039,OTHER,false
STU_001,9000e255040,OTHER,false
STU_001,9000e255041,OTHER,false
STU_001,9000e255042,OTHER,false
STU_001,9000e255043,OTHER,false
STU_001,9000e255044,OTHER,false
STU_001,9000e255045,OTHER,false
STU_001,9000e255046,OTHER,false
STU_001,9000e255047,OTHER,false
STU_001,9000e255048,OTHER,false
STU_001,9000e255049,OTHER,false
STU_001,9000e255050,OTHER,false
STU_001,9000e255051,OTHER,false
STU_001,9000e255052,OTHER,false
STU_001,9000e255053,OTHER,false
STU_001,9000e255054,OTHER,false
STU_001,9000e255055,OTHER,false
STU_001,9000e255056,OTHER,false
STU_001,9000e255057,OTHER,false
STU_001,9000e255058,OTHER,false
STU_001,9000e255059,OTHER,false
STU_001,9000e255060,OTHER,false
STU_001,9000e255061,OTHER,false
STU_001,9000e255062,OTHER,false
STU_001,9000e255063,OTHER,false
STU_001,9000e255064,OTHER,false
STU_001,9000e255065,OTHER,false
STU_001,9000e255066,OTHER,false
STU_001,9000e255067,OTHER,false
STU_001,9000e255068,OTHER,false
STU_001,9000e255069,OTHER,false
STU_001,9000e255070,OTHER,false
STU_001,9000e255071,OTHER,false
STU_001,9000e255072,OTHER,false
STU_001,9000e255073,OTHER,false
STU_001,9000e255074,OTHER,false
STU_001,9000e255075,OTHER,false
STU_001,9000e255076,OTHER,false
STU_001,9000e255077,OTHER,false
STU_001,9000e255078,OTHER,false
STU_001,9000e255079,OTHER,false
STU_001,9000e255080,OTHER,false
STU_001,9000e255081,OTHER,false
STU_001,9000e255082,OTHER,false
STU_001,9000e255083,OTHER,false
STU_001,9000e255084,OTHER,false
STU_001,9000e255085,OTHER,false
STU_001,9000e255086,OTHER,false
STU_001,9000e255087,OTHER,false
STU_001,9000e255088,OTHER,false
STU_001,9000e255089,OTHER,false
STU_001,9000e255090,OTHER,false
STU_001,9000e255091,OTHER,false
STU_001,9000e255092,OTHER,false
STU_001,9000e255093,OTHER,false
STU_001,9000e255094,OTHER,false
STU_001,9000e255095,OTHER,false
STU_001,9000e255096,OTHER,false
STU_001,9000e255097,OTHER,false
STU_001,9000e255098,OTHER,false
STU_001,9000e255099,OTHER,false
STU_001,9000e255100,OTHER,false
STU_001,9000e255101,OTHER,false
STU_001,9000e255102,OTHER,false
STU_001,9000e255103,OTHER,false
STU_001,9000e255104,OTHER,false
