student_admission_number,guardian_id,relationship,is_primary
STU_001,900065bc000,OTHER,false
STU_001,900065bc001,OTHER,false
STU_001,900065bc002,OTHER,false
STU_001,900065bc003,OTHER,false
STU_001,900065bc004,OTHER,false
STU_001,900065bc005,OTHER,false
STU_001,900065bc006,OTHER,false
STU_001,900065bc007,OTHER,false
STU_001,900065bc008,OTHER,false
STU_001,900065bc009,OTHER,false
STU_001,900065bc010,OTHER,false
STU_001,900065bc011,OTHER,false
STU_001,900065bc012,OTHER,false
STU_001,900065bc013,OTHER,false
STU_001,900065bc014,OTHER,false
STU_001,900065bc015,OTHER,false
STU_001,900065bc016,OTHER,false
STU_001,900065bc017,OTHER,false
STU_001,900065bc018,OTHER,false
STU_001,900065bc019,OTHER,false
STU_001,900065bc020,OTHER,false
STU_001,900065bc021,OTHER,false
STU_001,900065bc022,OTHER,false
STU_001,900065bc023,OTHER,false
STU_001,900065bc024,OTHER,false
STU_001,900065bc025,OTHER,false
STU_001,900065bc026,OTHER,false
STU_001,900065bc027,OTHER,false
STU_001,900065bc028,OTHER,false
STU_001,900065bc029,OTHER,false
STU_001,900065bc030,OTHER,false
STU_001,900065bc031,OTHER,false
STU_001,900065bc032,OTHER,false
STU_001,900065bc033,OTHER,false
STU_001,900065bc034,OTHER,false
STU_001,900065bc035,OTHER,false
STU_001,900065bc036,OTHER,false
STU_001,900065bc037,OTHER,false
STU_001,900065bc038,OTHER,false
STU_001,900065bc039,OTHER,false
STU_001,900065bc040,OTHER,false
STU_001,900065bc041,OTHER,false
STU_001,900065bc042,OTHER,false
STU_001,900065bc043,OTHER,false
STU_001,900065bc044,OTHER,false
STU_001,900065bc045,OTHER,false
STU_001,900065bc046,OTHER,false
STU_001,900065bc047,OTHER,false
STU_001,900065bc048,OTHER,false
STU_001,900065bc049,OTHER,false
STU_001,900065bc050,OTHER,false
STU_001,900065bc051,OTHER,false
STU_001,900065bc052,OTHER,false
STU_001,900065bc053,OTHER,false
STU_001,900065bc054,OTHER,false
STU_001,900065bc055,OTHER,false
STU_001,900065bc056,OTHER,false
STU_001,900065bc057,OTHER,false
STU_001,900065bc058,OTHER,false
STU_001,900065bc059,OTHER,false
STU_001,900065bc060,OTHER,false
STU_001,900065bc061,OTHER,false
STU_001,900065bc062,OTHER,false
STU_001,900065bc063,OTHER,false
STU_001,900065bc064,OTHER,false
STU_001,900065bc065,OTHER,false
STU_001,900065bc066,OTHER,false
STU_001,900065bc067,OTHER,false
STU_001,900065bc068,OTHER,false
STU_001,900065bc069,OTHER,false
STU_001,900065bc070,OTHER,false
STU_001,900065bc071,OTHER,false
STU_001,900065bc072,OTHER,false
STU_001,900065bc073,OTHER,false
STU_001,900065bc074,OTHER,false
STU_001,900065bc075,OTHER,false
STU_001,900065bc076,OTHER,false
STU_001,900065bc077,OTHER,false
STU_001,900065bc078,OTHER,false
STU_001,900065bc079,OTHER,false
STU_001,900065bc080,OTHER,false
STU_001,900065bc081,OTHER,false
STU_001,900065bc082,OTHER,false
STU_001,900065bc083,OTHER,false
STU_001,900065bc084,OTHER,false
STU_001,900065bc085,OTHER,false
STU_001,900065bc086,OTHER,false
STU_001,900065bc087,OTHER,false
STU_001,900065bc088,OTHER,false
STU_001,900065bc089,OTHER,false
STU_001,900065bc090,OTHER,false
STU_001,900065bc091,OTHER,false
STU_001,900065bc092,OTHER,false
STU_001,900065bc093,OTHER,false
STU_001,900065bc094,OTHER,false
STU_001,900065bc095,OTHER,false
STU_001,900065bc096,OTHER,false
STU_001,900065bc097,OTHER,false
STU_001,900065bc098,OTHER,false
STU_001,900065bc099,OTHER,false
STU_001,900065bc100,OTHER,false
STU_001,900065bc101,OTHER,false
STU_001,900065bc102,OTHER,false
STU_001,900065bc103,OTHER,false
STU_001,900065bc104,OTHER,false
