student_admission_number,guardian_id,relationship,is_primary
STU_001,90009662000,OTHER,false
STU_001,90009662001,OTHER,false
STU_001,90009662002,OTHER,false
STU_001,90009662003,OTHER,false
STU_001,90009662004,OTHER,false
STU_001,90009662005,OTHER,false
STU_001,90009662006,OTHER,false
STU_001,90009662007,OTHER,false
STU_001,90009662008,OTHER,false
STU_001,90009662009,OTHER,false
STU_001,90009662010,OTHER,false
STU_001,90009662011,OTHER,false
STU_001,90009662012,OTHER,false
STU_001,90009662013,OTHER,false
STU_001,90009662014,OTHER,false
STU_001,90009662015,OTHER,false
STU_001,90009662016,OTHER,false
STU_001,90009662017,OTHER,false
STU_001,90009662018,OTHER,false
STU_001,90009662019,OTHER,false
STU_001,90009662020,OTHER,false
STU_001,90009662021,OTHER,false
STU_001,90009662022,OTHER,false
STU_001,90009662023,OTHER,false
STU_001,90009662024,OTHER,false
STU_001,90009662025,OTHER,false
STU_001,90009662026,OTHER,false
STU_001,90009662027,OTHER,false
STU_001,90009662028,OTHER,false
STU_001,90009662029,OTHER,false
STU_001,90009662030,OTHER,false
STU_001,90009662031,OTHER,false
STU_001,90009662032,OTHER,false
STU_001,90009662033,OTHER,false
STU_001,90009662034,OTHER,false
STU_001,90009662035,OTHER,false
STU_001,90009662036,OTHER,false
STU_001,90009662037,OTHER,false
STU_001,90009662038,OTHER,false
STU_001,90009662039,OTHER,false
STU_001,90009662040,OTHER,false
STU_001,90009662041,OTHER,false
STU_001,90009662042,OTHER,false
STU_001,90009662043,OTHER,false
STU_001,90009662044,OTHER,false
STU_001,90009662045,OTHER,false
STU_001,90009662046,OTHER,false
STU_001,90009662047,OTHER,false
STU_001,90009662048,OTHER,false
STU_001,90009662049,OTHER,false
STU_001,90009662050,OTHER,false
STU_001,90009662051,OTHER,false
STU_001,90009662052,OTHER,false
STU_001,90009662053,OTHER,false
STU_001,90009662054,OTHER,false
STU_001,90009662055,OTHER,false
STU_001,90009662056,OTHER,false
STU_001,90009662057,OTHER,false
STU_001,90009662058,OTHER,false
STU_001,90009662059,OTHER,false
STU_001,90009662060,OTHER,false
STU_001,90009662061,OTHER,false
STU_001,90009662062,OTHER,false
STU_001,90009662063,OTHER,false
STU_001,90009662064,OTHER,false
STU_001,90009662065,OTHER,false
STU_001,90009662066,OTHER,false
STU_001,90009662067,OTHER,false
STU_001,90009662068,OTHER,false
STU_001,90009662069,OTHER,false
STU_001,90009662070,OTHER,false
STU_001,90009662071,OTHER,false
STU_001,90009662072,OTHER,false
STU_001,90009662073,OTHER,false
STU_001,90009662074,OTHER,false
STU_001,90009662075,OTHER,false
STU_001,90009662076,OTHER,false
STU_001,90009662077,OTHER,false
STU_001,90009662078,OTHER,false
STU_001,90009662079,OTHER,false
STU_001,90009662080,OTHER,false
STU_001,90009662081,OTHER,false
STU_001,90009662082,OTHER,false
STU_001,90009662083,OTHER,false
STU_001,90009662084,OTHER,false
STU_001,90009662085,OTHER,false
STU_001,90009662086,OTHER,false
STU_001,90009662087,OTHER,false
STU_001,90009662088,OTHER,false
STU_001,90009662089,OTHER,false
STU_001,90009662090,OTHER,false
STU_001,90009662091,OTHER,false
STU_001,90009662092,OTHER,false
STU_001,90009662093,OTHER,false
STU_001,90009662094,OTHER,false
STU_001,90009662095,OTHER,false
STU_001,90009662096,OTHER,false
STU_001,90009662097,OTHER,false
STU_001,90009662098,OTHER,false
STU_001,90009662099,OTHER,false
STU_001,90009662100,OTHER,false
STU_001,90009662101,OTHER,false
STU_001,90009662102,OTHER,false
STU_001,90009662103,OTHER,false
STU_001,90009662104,OTHER,false
